Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
2,600088812,69172366,"Základní škola, Hradec Králové, Habrmanova 130",Hradec Králové,Habrmanova,130,12,Pražské Předměstí,    117100102,Školní družina,Hradec Králové,Nerudova,186,41,Pražské Předměstí
2,600088812,69172366,"Základní škola, Hradec Králové, Habrmanova 130",Hradec Králové,Habrmanova,130,12,Pražské Předměstí,    102040974,Školní jídelna,Hradec Králové,Nerudova,186,41,Pražské Předměstí
2,600088821,70886091,"Základní škola a Mateřská škola, Hradec Králové - Kukleny, Pražská 198",Hradec Králové,Pražská třída,198,40,Kukleny,    107581035,Mateřská škola,Hradec Králové,Ořechová,62,11,Plačice
2,600088821,70886091,"Základní škola a Mateřská škola, Hradec Králové - Kukleny, Pražská 198",Hradec Králové,Pražská třída,198,40,Kukleny,    102066744,Základní škola,Hradec Králové,Pražská třída,198,40,Kukleny
2,600088821,70886091,"Základní škola a Mateřská škola, Hradec Králové - Kukleny, Pražská 198",Hradec Králové,Pražská třída,198,40,Kukleny,    117100200,Školní družina,Hradec Králové,Pražská třída,198,40,Kukleny
2,600088821,70886091,"Základní škola a Mateřská škola, Hradec Králové - Kukleny, Pražská 198",Hradec Králové,Pražská třída,198,40,Kukleny,    102778485,Školní jídelna,Hradec Králové,Zelená,134,1,Kukleny
2,600088821,70886091,"Základní škola a Mateřská škola, Hradec Králové - Kukleny, Pražská 198",Hradec Králové,Pražská třída,198,40,Kukleny,    102778957,Školní jídelna - výdejna,Hradec Králové,Ořechová,62,11,Plačice
2,600088839,62694774,"Základní škola a Mateřská škola, Hradec Králové, Jiráskovo nám. 1166",Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí,    107581591,Mateřská škola,Hradec Králové,Poštovní,38,1,Březhrad
2,600088839,62694774,"Základní škola a Mateřská škola, Hradec Králové, Jiráskovo nám. 1166",Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí,    102066787,Základní škola,Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí
2,600088839,62694774,"Základní škola a Mateřská škola, Hradec Králové, Jiráskovo nám. 1166",Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí,    117100111,Školní družina,Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí
2,600088839,62694774,"Základní škola a Mateřská škola, Hradec Králové, Jiráskovo nám. 1166",Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí,    150069936,Školní jídelna - výdejna,Hradec Králové,Jiráskovo náměstí,1166,1,Pražské Předměstí
2,600088847,69172480,"Základní škola a Mateřská škola, Nový Hradec Králové, Pešinova 146",Hradec Králové,Pešinova,146,4,Nový Hradec Králové,    107581019,Mateřská škola,Hradec Králové,Na Biřičce,1263,12,Nový Hradec Králové
2,600088847,69172480,"Základní škola a Mateřská škola, Nový Hradec Králové, Pešinova 146",Hradec Králové,Pešinova,146,4,Nový Hradec Králové,    102066809,Základní škola,Hradec Králové,Pešinova,146,4,Nový Hradec Králové
2,600088847,69172480,"Základní škola a Mateřská škola, Nový Hradec Králové, Pešinova 146",Hradec Králové,Pešinova,146,4,Nový Hradec Králové,    117100196,Školní družina,Hradec Králové,Prašingerova,96,10,Nový Hradec Králové
2,600088847,69172480,"Základní škola a Mateřská škola, Nový Hradec Králové, Pešinova 146",Hradec Králové,Pešinova,146,4,Nový Hradec Králové,    102778493,Školní jídelna,Hradec Králové,Svatováclavské náměstí,765,,Nový Hradec Králové
2,600088847,69172480,"Základní škola a Mateřská škola, Nový Hradec Králové, Pešinova 146",Hradec Králové,Pešinova,146,4,Nový Hradec Králové,    102778931,Školní jídelna - výdejna,Hradec Králové,Na Biřičce,1263,12,Nový Hradec Králové
2,600088855,69172382,"Masarykova základní škola a Mateřská škola, Hradec Králové - Plotiště, P. Jilemnického 420",Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem,    107581051,Mateřská škola,Hradec Králové,Petra Jilemnického,160,119,Plotiště nad Labem
2,600088855,69172382,"Masarykova základní škola a Mateřská škola, Hradec Králové - Plotiště, P. Jilemnického 420",Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem,    102066841,Základní škola,Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem
2,600088855,69172382,"Masarykova základní škola a Mateřská škola, Hradec Králové - Plotiště, P. Jilemnického 420",Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem,    117100188,Školní družina,Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem
2,600088855,69172382,"Masarykova základní škola a Mateřská škola, Hradec Králové - Plotiště, P. Jilemnického 420",Hradec Králové,Petra Jilemnického,420,6,Plotiště nad Labem,    150074549,Školní jídelna - výdejna,Hradec Králové,Petra Jilemnického,160,119,Plotiště nad Labem
2,600088863,62693123,"Základní škola, Hradec Králové - Pouchov, K Sokolovně 452",Hradec Králové,K Sokolovně,452,13,Pouchov,    102066868,Základní škola,Hradec Králové,K Sokolovně,452,13,Pouchov
2,600088863,62693123,"Základní škola, Hradec Králové - Pouchov, K Sokolovně 452",Hradec Králové,K Sokolovně,452,13,Pouchov,    117100129,Školní družina,Hradec Králové,K Sokolovně,452,13,Pouchov
2,600088863,62693123,"Základní škola, Hradec Králové - Pouchov, K Sokolovně 452",Hradec Králové,K Sokolovně,452,13,Pouchov,    102778523,Školní jídelna,Hradec Králové,K Sokolovně,452,13,Pouchov
2,600088871,62692755,"Základní škola, Hradec Králové, tř. SNP 694",Hradec Králové,třída SNP,694,40,Slezské Předměstí,    102066876,Základní škola,Hradec Králové,třída SNP,694,40,Slezské Předměstí
2,600088871,62692755,"Základní škola, Hradec Králové, tř. SNP 694",Hradec Králové,třída SNP,694,40,Slezské Předměstí,    117100218,Školní družina,Hradec Králové,třída SNP,694,40,Slezské Předměstí
2,600088871,62692755,"Základní škola, Hradec Králové, tř. SNP 694",Hradec Králové,třída SNP,694,40,Slezské Předměstí,    102778531,Školní jídelna,Hradec Králové,třída SNP,694,40,Slezské Předměstí
2,600088880,70886075,"Základní škola a Mateřská škola, Hradec Králové - Svobodné Dvory, Spojovací 66",Hradec Králové,Spojovací,66,54,Svobodné Dvory,    107581094,Mateřská škola,Hradec Králové,K Dolíkám,121,7,Svobodné Dvory
2,600088880,70886075,"Základní škola a Mateřská škola, Hradec Králové - Svobodné Dvory, Spojovací 66",Hradec Králové,Spojovací,66,54,Svobodné Dvory,    102066981,Základní škola,Hradec Králové,Spojovací,66,54,Svobodné Dvory
2,600088880,70886075,"Základní škola a Mateřská škola, Hradec Králové - Svobodné Dvory, Spojovací 66",Hradec Králové,Spojovací,66,54,Svobodné Dvory,    117100226,Školní družina,Hradec Králové,Spojovací,66,54,Svobodné Dvory
2,600088880,70886075,"Základní škola a Mateřská škola, Hradec Králové - Svobodné Dvory, Spojovací 66",Hradec Králové,Spojovací,66,54,Svobodné Dvory,    102778566,Školní jídelna,Hradec Králové,Spojovací,66,54,Svobodné Dvory
2,600088880,70886075,"Základní škola a Mateřská škola, Hradec Králové - Svobodné Dvory, Spojovací 66",Hradec Králové,Spojovací,66,54,Svobodné Dvory,    150071850,Školní jídelna - výdejna,Hradec Králové,K Dolíkám,121,7,Svobodné Dvory
2,600088898,62694863,"Základní škola a Mateřská škola, Hradec Králové, Štefcova 1092",Hradec Králové,Štefcova,1092,1,Nový Hradec Králové,    107581086,Mateřská škola,Hradec Králové,Mrštíkova,752,17,Nový Hradec Králové
2,600088898,62694863,"Základní škola a Mateřská škola, Hradec Králové, Štefcova 1092",Hradec Králové,Štefcova,1092,1,Nový Hradec Králové,    102078017,Základní škola,Hradec Králové,Štefcova,1092,1,Nový Hradec Králové
2,600088898,62694863,"Základní škola a Mateřská škola, Hradec Králové, Štefcova 1092",Hradec Králové,Štefcova,1092,1,Nový Hradec Králové,    117100242,Školní družina,Hradec Králové,Štefcova,1092,1,Nový Hradec Králové
2,600088898,62694863,"Základní škola a Mateřská škola, Hradec Králové, Štefcova 1092",Hradec Králové,Štefcova,1092,1,Nový Hradec Králové,    102778574,Školní jídelna,Hradec Králové,Štefcova,1092,1,Nový Hradec Králové
2,600088898,62694863,"Základní škola a Mateřská škola, Hradec Králové, Štefcova 1092",Hradec Králové,Štefcova,1092,1,Nový Hradec Králové,    108007812,Školní jídelna - výdejna,Hradec Králové,Mrštíkova,752,17,Nový Hradec Králové
2,600088901,70886113,"Základní škola a Mateřská škola, Hradec Králové, Úprkova 1",Hradec Králové,Úprkova,1,27,Malšovice,    108007898,Mateřská škola,Hradec Králové,Štefcova,1125,7,Nový Hradec Králové
2,600088901,70886113,"Základní škola a Mateřská škola, Hradec Králové, Úprkova 1",Hradec Králové,Úprkova,1,27,Malšovice,    102078033,Základní škola,Hradec Králové,Úprkova,1,27,Malšovice
2,600088901,70886113,"Základní škola a Mateřská škola, Hradec Králové, Úprkova 1",Hradec Králové,Úprkova,1,27,Malšovice,    117100269,Školní družina,Hradec Králové,Úprkova,1,27,Malšovice
2,600088901,70886113,"Základní škola a Mateřská škola, Hradec Králové, Úprkova 1",Hradec Králové,Úprkova,1,27,Malšovice,    117100021,Školní jídelna - výdejna,Hradec Králové,Štefcova,1125,7,Nový Hradec Králové
2,600088995,69172552,"Základní škola, Smiřice, okres Hradec Králové",Smiřice,Jiráskova,206,,Smiřice,    102078211,Základní škola,Smiřice,Jiráskova,206,,Smiřice
2,600088995,69172552,"Základní škola, Smiřice, okres Hradec Králové",Smiřice,Jiráskova,206,,Smiřice,    117100439,Školní družina,Smiřice,Jiráskova,206,,Smiřice
2,600088995,69172552,"Základní škola, Smiřice, okres Hradec Králové",Smiřice,Jiráskova,206,,Smiřice,    102778710,Školní jídelna,Smiřice,Jiráskova,347,,Smiřice
2,600089011,70992061,"Základní škola a mateřská škola, Librantice, okres Hradec Králové",Librantice,,119,,Librantice,    181055066,Mateřská škola,Librantice,,194,,Librantice
2,600089011,70992061,"Základní škola a mateřská škola, Librantice, okres Hradec Králové",Librantice,,119,,Librantice,    108007782,Základní škola,Librantice,,119,,Librantice
2,600089011,70992061,"Základní škola a mateřská škola, Librantice, okres Hradec Králové",Librantice,,119,,Librantice,    117100315,Školní družina,Librantice,,119,,Librantice
2,600089011,70992061,"Základní škola a mateřská škola, Librantice, okres Hradec Králové",Librantice,,119,,Librantice,    108007804,Školní jídelna - výdejna,Librantice,,119,,Librantice
2,600089045,61222356,"Základní umělecká škola, Hradec Králové, Habrmanova 130",Hradec Králové,Habrmanova,130,12,Pražské Předměstí,    061222356,Základní umělecká škola,Hradec Králové,Habrmanova,130,12,Pražské Předměstí
2,600089053,61222364,"Základní umělecká škola Střezina, Hradec Králové, Luční 838",Hradec Králové,Luční,838,8,Slezské Předměstí,    061222364,Základní umělecká škola,Hradec Králové,Luční,838,8,Slezské Předměstí
2,600089061,62694812,"Základní umělecká škola, Třebechovice pod Orebem",Třebechovice pod Orebem,Komenského,437,,Třebechovice pod Orebem,    102078785,Základní umělecká škola,Třebechovice pod Orebem,Komenského,437,,Třebechovice pod Orebem
2,600089070,62695312,"Základní umělecká škola, Smiřice",Smiřice,Jiráskova,363,,Smiřice,    102966435,Základní umělecká škola,Smiřice,Jiráskova,363,,Smiřice
2,600089100,61222275,"Dům dětí a mládeže, Hradec Králové, Rautenkrancova 1241",Hradec Králové,Rautenkrancova,1241,1,Hradec Králové,    061222275,Dům dětí a mládeže,Hradec Králové,Rautenkrancova,1241,1,Hradec Králové
2,600089118,62695380,"Dům dětí a mládeže, Smiřice",Smiřice,Palackého,205,,Smiřice,    102966117,Dům dětí a mládeže,Smiřice,Palackého,205,,Smiřice
2,600089126,62694723,"Dům dětí a mládeže, Třebechovice pod Orebem",Třebechovice pod Orebem,Flesarova,49,,Třebechovice pod Orebem,    102966125,Dům dětí a mládeže,Třebechovice pod Orebem,Flesarova,49,,Třebechovice pod Orebem
2,600089312,75017580,"Školní jídelna, Chlumec nad Cidlinou",Chlumec nad Cidlinou,Smetanova,115,,Chlumec nad Cidlinou IV,    102778639,Školní jídelna,Chlumec nad Cidlinou,Smetanova,115,,Chlumec nad Cidlinou IV
2,617100691,68213336,"Základní umělecká škola Jana Maláta, Nový Bydžov",Nový Bydžov,Na Valech,78,,Nový Bydžov,    102078769,Základní umělecká škola,Nový Bydžov,Na Valech,78,,Nový Bydžov
2,650054105,75017181,"Základní škola a mateřská škola, Všestary",Všestary,,57,,Všestary,    107581426,Mateřská škola,Všestary,,130,,Všestary
2,650054105,75017181,"Základní škola a mateřská škola, Všestary",Všestary,,57,,Všestary,    102078262,Základní škola,Všestary,,57,,Všestary
2,650054105,75017181,"Základní škola a mateřská škola, Všestary",Všestary,,57,,Všestary,    117100455,Školní družina,Všestary,,2,,Všestary
2,650054105,75017181,"Základní škola a mateřská škola, Všestary",Všestary,,57,,Všestary,    102778736,Školní jídelna,Všestary,,131,,Všestary
2,650054105,75017181,"Základní škola a mateřská škola, Všestary",Všestary,,57,,Všestary,    168100576,Školní jídelna - výdejna,Všestary,,44,,Všestary
2,650054245,71006176,"Základní škola a Mateřská škola, Měník, okres Hradec Králové",Měník,,16,,Měník,    107581485,Mateřská škola,Měník,,16,,Měník
2,650054245,71006176,"Základní škola a Mateřská škola, Měník, okres Hradec Králové",Měník,,16,,Měník,    102066574,Základní škola,Měník,,16,,Měník
2,650054245,71006176,"Základní škola a Mateřská škola, Měník, okres Hradec Králové",Měník,,16,,Měník,    117100650,Školní družina,Měník,,16,,Měník
2,650054245,71006176,"Základní škola a Mateřská škola, Měník, okres Hradec Králové",Měník,,16,,Měník,    102778396,Školní jídelna - výdejna,Měník,,16,,Měník
2,650054318,70993254,"Základní škola a Mateřská škola Františka Škroupa, Osice, okres Hradec Králové",Osice,,42,,Osice,    117100528,Mateřská škola,Osice,,42,,Osice
2,650054318,70993254,"Základní škola a Mateřská škola Františka Škroupa, Osice, okres Hradec Králové",Osice,,42,,Osice,    102078165,Základní škola,Osice,,42,,Osice
2,650054318,70993254,"Základní škola a Mateřská škola Františka Škroupa, Osice, okres Hradec Králové",Osice,,42,,Osice,    117100617,Školní družina,Osice,,42,,Osice
2,650054318,70993254,"Základní škola a Mateřská škola Františka Škroupa, Osice, okres Hradec Králové",Osice,,42,,Osice,    102778671,Školní jídelna,Osice,,42,,Osice
2,650054369,75019001,"Základní škola a mateřská škola, Praskačka, okres Hradec Králové",Praskačka,,60,,Praskačka,    107581299,Mateřská škola,Praskačka,,60,,Praskačka
2,650054369,75019001,"Základní škola a mateřská škola, Praskačka, okres Hradec Králové",Praskačka,,60,,Praskačka,    102066612,Základní škola,Praskačka,,60,,Praskačka
2,650054369,75019001,"Základní škola a mateřská škola, Praskačka, okres Hradec Králové",Praskačka,,60,,Praskačka,    117100391,Školní družina,Praskačka,,60,,Praskačka
2,650054369,75019001,"Základní škola a mateřská škola, Praskačka, okres Hradec Králové",Praskačka,,60,,Praskačka,    102778418,Školní jídelna,Praskačka,,60,,Praskačka
2,650054571,70988897,"Základní škola a Mateřská škola, Smidary, okres Hradec Králové",Smidary,J. A. Komenského,326,,Smidary,    107581370,Mateřská škola,Smidary,Náměstí Prof. Babáka,108,,Smidary
